PRN_NO,Name,hour_study,prev_midsemmarks,Prev_Sem_Marks,Attendance_%,Mobile_Screen_Time_hrs,Risk
2300495,Neha Kumar,8,20,32,60,11.4,0
2300496,Arjun Singh,0,4,68,82.7,1.3,1
2300497,Vijay Rao,3,6,92,98,6.9,0
2300498,Vivaan Kulkarni,0,17,72,74.3,11.4,0
2300499,Nikhil Desai,7,7,20,78.4,10,1
2300500,Vihaan Pandey,2,10,31,96,8.3,1
2300501,Sai Pawar,1,13,43,66.2,10.3,1
2300502,Kunal Rao,3,17,20,52.4,8.2,1
2300503,Neha Verma,2,12,87,94.5,1.1,0
2300504,Pooja Desai,4,5,26,34.8,4.5,1
2300505,Ishaan More,7,12,88,45,5.4,0
2300506,Diya Shah,7,0,58,53.9,6.8,1
2300507,Arjun Rao,6,10,51,84.7,3.1,0
2300508,Raj Singh,7,6,68,93.3,10.6,0
2300509,Neha Kulkarni,4,9,50,61.6,3.1,0
2300510,Aarav Kulkarni,5,1,98,50,8.1,1
2300511,Kavya Shah,7,15,22,54.7,10.6,1
2300512,Pooja Sharma,0,4,66,76,8.9,1
2300513,Raj Tiwari,5,15,34,41.1,2.1,1
2300514,Sai Gupta,5,15,70,68.3,11.4,0
2300515,Kunal Desai,4,14,93,71.2,1.6,0
2300516,Vihaan Mishra,3,8,40,79.5,2.8,0
2300517,Priya Patel,0,0,60,72.3,2.1,1
2300518,Aarav Rao,7,8,22,36.8,8.2,1
2300519,Shreya Nair,5,10,20,78.2,9.8,0
2300520,Arjun Nair,2,4,40,31.5,3.2,1
2300521,Ananya Verma,2,5,94,57.3,11.8,1
2300522,Diya Kumar,5,7,99,59.2,2.1,1
2300523,Vivaan Kulkarni,6,14,40,38.2,4.1,1
2300524,Aarav Gupta,7,15,94,30.7,6.1,0
2300525,Krishna Pawar,4,17,68,35,9.8,1
2300526,Krishna Desai,5,11,84,61.2,4.8,0
2300527,Pooja Rao,0,3,60,46.8,2.6,1
2300528,Suresh Patel,5,15,86,34.8,5.8,0
2300529,Kunal Pawar,8,10,61,47.9,6,0
2300530,Arjun Shah,3,6,88,67,0.7,0
2300531,Shreya Tiwari,0,14,76,81.9,0.7,0
2300532,Rahul Desai,8,16,62,58.8,3.7,0
2300533,Krishna Verma,3,14,31,72.9,9,0
2300534,Ananya Patel,1,9,97,71.8,4.7,0
2300535,Aditya Sharma,0,3,83,92.7,2.9,1
2300536,Ishaan Kumar,2,16,70,42.6,1.8,1
2300537,Priya Mehta,6,3,92,63.4,3.7,0
2300538,Arjun Tiwari,1,10,79,74.2,6,0
2300539,Nikhil Patel,8,3,90,66.4,1.6,0
2300540,Rahul Gupta,1,11,99,61.5,0.7,0
2300541,Arjun More,4,9,47,98.1,2,0
2300542,Manish Tiwari,7,13,90,95.9,9,0
2300543,Raj Singh,7,17,33,72.8,5.9,0
2300544,Deepak Mishra,2,5,51,60.8,5.6,1
2300545,Aryan Jadhav,1,4,27,82.9,0.7,1
2300546,Ishaan Kumar,8,1,46,65.9,8.7,1
2300547,Rohan Kumar,2,12,69,99.7,2.8,0
2300548,Sneha More,7,13,78,78,1.5,0
2300549,Siddharth Rao,1,2,76,34.8,10.2,1
2300550,Aarav Pandey,2,10,22,58.1,6.1,1
2300551,Aarav Pawar,0,3,46,81.1,9.1,1
2300552,Aarav Pandey,5,12,53,89,10,0
2300553,Suresh Verma,6,7,45,86.9,11.6,1
2300554,Sneha Kumar,3,7,59,98.4,7.7,0
2300555,Ishaan More,0,12,51,64.2,1.3,0
2300556,Rohan More,2,9,60,39.8,6.9,1
2300557,Sai Rao,8,12,21,75.7,6.4,0
2300558,Aditya Joshi,4,12,91,35,1.2,0
2300559,Neha Kumar,5,16,26,98.1,4,0
2300560,Aryan Kulkarni,3,5,38,83.1,5.2,1
2300561,Pooja Pandey,0,1,52,98.8,2.4,1
2300562,Siddharth Sharma,4,16,21,56.4,0.6,1
2300563,Aisha Joshi,4,11,86,31.1,9.2,1
2300564,Manish Singh,4,5,97,66.5,10.3,0
2300565,Siddharth Rao,5,4,34,38.5,3.1,1
2300566,Deepak Sharma,1,4,40,77.6,0.5,1
2300567,Siddharth Gupta,0,8,97,64.8,10.7,0
2300568,Manish Sharma,1,2,78,82.7,2,1
2300569,Kunal Singh,5,19,58,50.4,5.1,0
2300570,Amit Verma,4,4,39,88,4.7,1
2300571,Aryan Gupta,4,6,20,75.6,2.4,1
2300572,Manish Nair,5,11,92,99.1,7.4,0
2300573,Aarav Rao,6,6,28,42.5,11.1,1
2300574,Diya Pandey,8,9,70,33.6,6.4,0
2300575,Vihaan Mishra,6,7,57,89.6,11.7,0
2300576,Vijay Kulkarni,1,16,34,53.7,2.7,1
2300577,Vijay Pandey,5,4,60,60.2,10.3,0
2300578,Siddharth Kumar,8,14,66,94.8,3.5,0
2300579,Arjun Pandey,6,8,45,60.8,3.4,0
2300580,Vihaan Shah,1,10,73,50.9,1.9,1
2300581,Diya Verma,2,12,89,34.2,10.4,1
2300582,Manish More,7,17,58,61,8.8,0
2300583,Neha Singh,8,16,36,75.8,4.4,0
2300584,Vihaan Desai,3,8,89,48.8,4.5,0
2300585,Manish Gupta,8,9,28,80.2,10.2,0
2300586,Aisha Desai,1,4,65,63.5,11.2,1
2300587,Kunal Nair,4,10,25,90.1,7.4,0
2300588,Ishaan Rao,1,14,87,41.3,5.2,1
2300589,Sai Kumar,0,1,35,83,1.1,1
2300590,Suresh Pandey,4,20,48,95.3,2,0
2300591,Raj Tiwari,1,19,60,81.9,2.1,0
2300592,Priya Shah,6,13,87,58.4,3.7,0
2300593,Raj Mishra,7,4,81,46.1,3.5,1
2300594,Ishaan Jadhav,1,5,59,36.9,6.7,1
2300595,Deepak Sharma,6,14,81,75,11.4,0
2300596,Pooja Kumar,3,3,43,40,10.4,1
2300597,Nikhil Desai,0,9,25,88.7,6.4,1
2300598,Ananya Shah,2,18,59,97.3,0.7,0
2300599,Vihaan Chavan,0,8,89,39.5,1.3,1
2300600,Vihaan Gupta,4,20,77,56.3,10.4,1
2300601,Vijay Gupta,7,9,33,95.6,3.8,0
2300602,Ishaan Nair,0,3,97,62.9,4.2,1
2300603,Kavya Mehta,8,3,64,67.5,2.1,0
2300604,Amit More,2,5,25,82.3,3.1,1
2300605,Siddharth Tiwari,4,7,42,44.7,3.3,1
2300606,Ishaan Mehta,8,15,81,98.5,5.2,0
2300607,Amit Desai,4,7,36,84.7,7.7,1
2300608,Suresh Sharma,8,15,89,41.3,4.6,0
2300609,Sneha Gupta,7,5,47,37.8,5.7,1
2300610,Rahul Tiwari,6,16,32,95.4,2.6,0
2300611,Vihaan Sharma,0,0,48,78,1.1,1
2300612,Amit More,3,18,64,32.7,4.5,0
2300613,Ishaan Pandey,8,17,39,39.9,1.2,1
2300614,Rahul Pandey,7,16,77,33.3,3.9,0
2300615,Krishna Mehta,3,16,100,98.2,10.1,0
2300616,Aryan Kulkarni,0,11,73,64.8,4.7,0
2300617,Deepak Mehta,3,11,83,62.4,2.7,0
2300618,Aditya Kulkarni,2,5,71,96.9,10.9,1
2300619,Deepak Desai,5,6,62,65.3,7.9,0
2300620,Sai Verma,4,7,37,66.2,11.9,1
2300621,Rohan Jadhav,4,2,73,98.9,4,0
2300622,Manish Verma,1,16,79,37.8,2.8,1
2300623,Manish Pawar,2,20,90,99,3.9,0
2300624,Priya Shah,5,7,20,41.6,9.8,1
2300625,Manish More,1,10,56,63.1,2.2,0
2300626,Amit Joshi,3,19,68,53.6,3.3,0
2300627,Aisha Rao,1,17,54,96.9,8.6,0
2300628,Rahul Sharma,8,15,86,64,9,0
2300629,Kavya Desai,2,12,54,31.6,11.5,1
2300630,Amit Jadhav,5,8,28,45.5,11.8,1
2300631,Rahul Pawar,0,18,56,60.2,8.1,0
2300632,Rohan Pawar,2,6,79,77.3,4.7,1
2300633,Aisha Mehta,7,16,75,69.3,5.7,0
2300634,Kavya Kulkarni,4,7,31,89.5,5.6,1
2300635,Amit Kumar,7,7,90,88,5,0
2300636,Kavya Joshi,1,2,90,71.3,4.4,1
2300637,Aarav Mishra,6,15,23,70,2.4,0
2300638,Kunal More,8,11,80,49.5,4.7,0
2300639,Manish More,6,14,64,97.1,11.6,0
2300640,Kunal Pawar,2,20,69,35.4,10.6,1
2300641,Diya Chavan,6,3,69,57.8,7.6,1
2300642,Ishaan More,7,6,93,76.3,2.7,0
2300643,Shreya Sharma,0,10,67,96.2,10.6,0
2300644,Sneha More,2,4,42,65.1,4.1,1
2300645,Pooja Jadhav,4,12,27,92.7,6.8,0
2300646,Vivaan Pawar,5,10,48,37.3,11,1
2300647,Shreya Rao,2,4,62,67.2,4.3,1
2300648,Neha Singh,3,7,72,52.1,11,1
2300649,Aarav Kumar,4,20,25,85.7,3.2,0
2300650,Siddharth Joshi,2,16,43,61.1,11.2,1
2300651,Aditya Nair,3,10,93,63.3,4.6,0
2300652,Aryan More,4,18,33,34.5,4.8,1
2300653,Sneha Verma,1,17,71,60.7,6.9,0
2300654,Nikhil Sharma,8,9,89,35.7,4.5,0
2300655,Suresh Jadhav,7,4,23,51,5.7,1
2300656,Rohan Kumar,5,0,77,38.9,6.3,1
2300657,Aarav Patel,2,16,98,53.4,6.1,1
2300658,Vijay Kumar,1,16,56,45.9,11.6,1
2300659,Amit Pandey,6,0,67,50,3.7,1
2300660,Arjun Patel,7,0,58,40.4,3.8,1
2300661,Neha Sharma,0,8,85,60.8,10.1,0
2300662,Nikhil Pandey,5,3,32,64.8,5,1
2300663,Ishaan Verma,6,8,85,88.6,1.3,0
2300664,Aditya Tiwari,8,13,79,67.7,6,0
2300665,Vijay Tiwari,2,14,60,46,6.8,1
2300666,Priya Chavan,1,15,51,81.5,7.6,0
2300667,Vihaan Kulkarni,4,15,71,50.8,3.2,0
2300668,Arjun Tiwari,0,12,24,82.9,11.7,1
2300669,Suresh Chavan,5,13,86,57.1,9,1
2300670,Shreya Joshi,8,20,85,66,8.8,0
2300671,Aryan Joshi,8,8,97,65.3,10.5,0
2300672,Aarav More,6,8,71,96.9,0.8,0
2300673,Riya More,6,20,68,40.8,7.6,1
2300674,Vihaan Jadhav,7,3,48,95.7,9.9,1
2300675,Vivaan Sharma,1,9,57,69.3,0.9,0
2300676,Pooja Gupta,5,2,89,99.6,9.2,0
2300677,Aisha Desai,4,20,27,70.1,11.9,0
2300678,Aryan Verma,4,8,78,75.9,7.3,0
2300679,Aditya Shah,2,18,74,82.5,5.4,0
2300680,Aisha Gupta,2,15,21,87.5,5.7,1
2300681,Arjun Rao,5,15,45,63.4,8.3,0
2300682,Kunal Mehta,6,16,82,77.5,7.1,0
2300683,Vivaan Shah,0,17,36,73,9.6,1
2300684,Aditya Kulkarni,2,9,78,58.5,5.3,1
2300685,Raj Shah,0,20,35,87.5,5.3,1
2300686,Vijay Pawar,2,18,77,43.5,9.1,1
2300687,Aryan Tiwari,4,14,83,41.7,7.9,1
2300688,Suresh Pawar,8,14,69,81.6,9.4,0
2300689,Shreya More,2,10,45,74.6,10.7,1
2300690,Kavya Tiwari,8,7,36,52.2,3.5,1
2300691,Krishna Kumar,0,15,65,74.5,4.1,0
2300692,Vivaan Mishra,5,9,87,83.9,6.6,0
2300693,Deepak Joshi,8,8,69,45.2,11.2,1
2300694,Krishna Desai,4,14,62,70.7,10.1,0
2300695,Sneha Singh,1,4,67,87.7,5.9,1
2300696,Raj Mishra,4,19,87,58.8,7.1,1
2300697,Vivaan Gupta,0,1,38,70,8.7,1
2300698,Priya Rao,8,15,44,35.5,6.5,1
2300699,Shreya Nair,8,17,91,88.1,1.6,0
2300700,Vihaan Mehta,5,15,37,85.7,4.6,0
2300701,Sai Verma,8,4,70,61.9,1,0
2300702,Kavya Gupta,2,0,37,38.3,8.2,1
2300703,Deepak Rao,3,18,77,76.2,4.4,0
2300704,Raj Shah,5,9,83,70.1,9,0
2300705,Suresh Nair,3,20,90,94.4,5.4,0
2300706,Amit Rao,0,12,76,49.6,1,1
2300707,Manish Kumar,6,10,36,32.3,4.9,1
2300708,Vivaan Shah,4,14,78,47.8,3,0
2300709,Diya Joshi,7,1,86,60,3,0
2300710,Aryan Mishra,8,5,34,40.9,4.8,1
2300711,Kavya Tiwari,4,20,45,98.6,11.8,0
2300712,Vivaan Desai,7,10,67,45.6,11.5,1
2300713,Aarav More,0,14,33,77.5,9.7,1
2300714,Rahul Singh,0,8,100,61.8,3.3,0
2300715,Neha Desai,6,11,28,68.9,9.3,0
2300716,Ishaan Desai,5,3,26,95.3,0.7,1
2300717,Vihaan Pawar,4,13,74,67.2,1.1,0
2300718,Manish Joshi,4,2,31,51.4,10.1,1
2300719,Ishaan Patel,8,20,36,45.5,7,1
2300720,Amit Verma,0,16,92,92.4,4.8,0
2300721,Suresh Pandey,7,12,27,99.1,9,0
2300722,Vijay Gupta,1,7,61,47.6,1.8,1
2300723,Vijay Sharma,6,11,95,80.5,3.8,0
2300724,Raj Singh,5,11,56,65.4,8.9,0
2300725,Pooja Kulkarni,1,11,39,78.9,2.9,1
2300726,Neha Patel,2,1,20,97.5,7.4,1
2300727,Aisha Desai,3,9,28,49.3,5.6,1
2300728,Kavya Mishra,6,8,43,81.8,2.8,0
2300729,Priya Verma,7,0,53,60.7,10.7,0
2300730,Krishna Verma,1,3,55,75.7,5.5,1
2300731,Rahul Mehta,7,13,23,58.5,7.4,1
2300732,Krishna Kumar,8,15,48,79.6,3.4,0
2300733,Kavya Sharma,6,17,35,53.6,4.5,1
2300734,Deepak Desai,0,1,27,64.2,1.1,1
2300735,Ishaan Nair,5,5,58,79.6,6.1,0
2300736,Deepak Joshi,7,2,77,33,4.5,1
2300737,Aditya Patel,4,19,31,53,4.3,1
2300738,Shreya Gupta,1,18,63,68.2,10.7,0
2300739,Ananya Shah,4,12,23,35.2,8.6,1
2300740,Neha Rao,7,16,44,79.2,5.8,0
2300741,Vivaan Shah,1,13,89,86.9,2.7,0
2300742,Neha Gupta,0,10,86,41.4,11.7,1
2300743,Ananya Pawar,3,15,58,81.3,1.4,0
2300744,Siddharth Pawar,3,10,43,75.2,2.1,0
2300745,Aryan Pawar,8,17,25,58.8,3.6,1
2300746,Pooja Shah,2,1,91,41.5,11.5,1
2300747,Kunal Chavan,3,20,52,96.8,3.7,0
2300748,Vijay More,2,7,67,62.5,6.2,1
2300749,Ishaan Pawar,1,13,86,42.9,9.3,1
2300750,Suresh Gupta,3,1,21,80.3,11.2,1
2300751,Amit Chavan,7,12,57,72.6,7.5,0
2300752,Sai Kumar,0,9,59,87.1,4.9,0
2300753,Deepak Jadhav,7,7,75,99.7,11.8,0
2300754,Deepak Shah,7,6,40,33.1,0.8,1
2300755,Pooja Mehta,2,12,54,81.8,10.1,0
2300756,Diya Pandey,5,18,94,99.2,3.7,0
2300757,Aryan Chavan,3,14,94,67.7,9.9,0
2300758,Rohan Pawar,0,1,86,80.1,2.4,1
2300759,Suresh Joshi,0,4,79,60.9,4.5,1
2300760,Sneha Pandey,4,18,42,55,1.1,1
2300761,Rahul Joshi,7,0,84,78.8,2.8,0
2300762,Krishna More,0,6,82,99.2,7.4,1
2300763,Riya Kumar,1,17,42,36.4,9.3,1
2300764,Shreya Jadhav,6,0,61,59.5,11,1
2300765,Kunal Kulkarni,7,0,83,95.8,1.9,0
2300766,Rohan Patel,2,6,85,37.9,2.1,1
2300767,Shreya Nair,7,16,100,75.6,11.3,0
2300768,Rohan Pawar,0,5,60,60.1,9.3,1
2300769,Sneha Patel,8,19,39,56.4,6.7,1
2300770,Ananya Mishra,1,11,28,44.7,6,1
2300771,Vivaan Patel,1,19,76,42.3,2.3,1
2300772,Arjun Desai,3,14,94,66.1,4.9,0
2300773,Ishaan Shah,2,12,36,56.4,4.8,1
2300774,Rohan Pandey,3,11,97,64.4,8,0
2300775,Vijay Pawar,5,20,37,43.7,7.4,1
2300776,Vihaan Mishra,6,1,82,54.5,1.2,1
2300777,Shreya Sharma,4,20,91,99.7,10.3,0
2300778,Riya Mishra,1,17,91,55.8,11.3,1
2300779,Aryan Shah,2,3,45,58.9,9.5,1
2300780,Kunal Verma,2,9,91,31.4,2.6,1
2300781,Suresh Patel,4,10,91,56.7,2.5,0
2300782,Aryan Verma,4,20,97,83.4,8.9,0
2300783,Kunal Mishra,3,5,32,66.1,5.6,1
2300784,Diya Jadhav,7,5,36,76,9.5,1
2300785,Aditya Joshi,5,8,45,69,1.4,0
2300786,Sneha Kulkarni,5,19,25,37.4,8.7,1
2300787,Siddharth Pawar,0,12,100,53.3,5.4,1
2300788,Siddharth Shah,5,4,23,78.6,0.9,1
2300789,Deepak Chavan,2,5,26,68.4,6.8,1
2300790,Vijay Shah,5,3,36,77.2,8.5,1
2300791,Pooja Nair,5,5,69,55.2,6.6,1
2300792,Kunal Joshi,1,17,25,43.6,1.9,1
2300793,Aisha Gupta,0,12,49,88.1,9.9,1
2300794,Aarav Pawar,2,2,93,56.3,4.1,1
2300795,Aditya Mishra,4,9,75,75.9,11.1,0
2300796,Sneha Jadhav,3,3,58,56.7,10.9,1
2300797,Vihaan Jadhav,6,14,33,94.9,2.8,0
2300798,Kunal Gupta,3,11,73,99.4,6,0
2300799,Deepak Chavan,7,14,41,75.4,2.1,0
2300800,Aarav Tiwari,6,20,76,72.2,8.3,0
2300801,Pooja Mehta,8,9,60,88.9,10.3,0
2300802,Pooja Pawar,0,11,29,66.1,8,1
2300803,Deepak Singh,4,7,21,90.9,3.5,1
2300804,Ananya Gupta,3,20,86,58.9,1.4,0
2300805,Siddharth Gupta,5,20,67,32.2,1.3,0
2300806,Priya Rao,0,2,61,94.9,7.5,1
2300807,Rohan Tiwari,5,6,30,80.5,11.5,1
2300808,Vijay Desai,0,17,93,65.8,8.5,0
2300809,Kunal Mishra,0,2,31,96.1,8.9,1
2300810,Vivaan Joshi,7,14,33,92.1,4.3,0
2300811,Aisha Singh,1,1,49,37.6,7.2,1
2300812,Manish Kumar,5,14,79,73.7,4.1,0
2300813,Aisha More,5,12,96,67.7,10.9,0
2300814,Diya Tiwari,5,19,49,84.4,2,0
2300815,Aryan Desai,7,9,57,51.1,7.8,1
2300816,Vivaan Mehta,3,7,94,30.6,8.9,1
2300817,Kavya Patel,2,15,84,43,8.5,1
2300818,Vijay Rao,5,15,66,44.8,3.5,0
2300819,Arjun Gupta,3,1,58,50.4,6.1,1
2300820,Amit Pandey,1,8,68,55.9,8.1,1
2300821,Suresh Pawar,5,7,92,79.5,11.2,0
2300822,Krishna Patel,4,10,77,35.2,6.2,0
2300823,Aisha Pawar,8,0,36,64.1,4,1
2300824,Siddharth Nair,5,20,25,64.9,4.9,0
2300825,Aditya Jadhav,2,10,34,73.1,6.7,1
2300826,Shreya Pawar,4,17,86,51.7,11.7,1
2300827,Vijay Patel,7,20,47,48.2,7.7,1
2300828,Aditya Rao,8,14,92,63.9,2.3,0
2300829,Diya Pandey,7,8,63,76.2,10.2,0
2300830,Deepak Mehta,2,8,37,33.1,2.6,1
2300831,Vihaan Tiwari,8,0,51,50.6,0.9,1
2300832,Arjun Verma,2,6,88,85.1,1.7,1
2300833,Priya Mehta,7,11,63,63.9,9.5,0
2300834,Vijay Patel,8,9,89,96.6,10.9,0
2300835,Manish Mehta,6,18,82,90.7,3.6,0
2300836,Aditya Verma,3,15,95,54.1,6.2,0
2300837,Ananya Nair,8,5,77,80.8,7.4,0
2300838,Krishna Pandey,2,10,66,49.2,5.3,1
2300839,Ishaan Gupta,2,18,36,42.3,1.3,1
2300840,Priya Verma,1,18,58,91.7,1.2,0
2300841,Vijay Pandey,2,17,78,54.5,5.6,1
2300842,Sai Kumar,0,14,26,44.2,9.7,1
2300843,Manish Gupta,3,15,82,97.5,1.5,0
2300844,Riya Jadhav,7,13,76,32.2,2.9,0
2300845,Sai Gupta,4,7,94,55.7,3.6,1
2300846,Nikhil Chavan,1,7,53,32.7,6.9,1
2300847,Diya Gupta,2,1,72,65.3,1,1
2300848,Diya Pawar,0,5,85,58.1,10.4,1
2300849,Shreya Kumar,1,12,97,80.4,5.9,0
2300850,Diya More,0,12,67,96.8,6.1,0
2300851,Raj Patel,1,20,79,66.4,4.3,0
2300852,Vijay Kumar,2,11,62,50,2.9,1
2300853,Vivaan Kumar,0,1,92,91.1,4.7,1
2300854,Manish Mishra,8,20,23,72.3,11,0
2300855,Diya Sharma,4,19,97,68.7,1.6,0
2300856,Sai More,7,11,94,43.2,1.2,0
2300857,Riya Kumar,4,16,71,32.8,1.8,0
2300858,Nikhil Sharma,7,5,51,62.3,9.4,0
2300859,Manish Chavan,6,6,70,67,1.1,0
2300860,Krishna Mishra,3,5,29,38.9,4.3,1
2300861,Priya Mishra,6,20,31,34.2,5.4,1
2300862,Deepak Nair,5,3,58,45.1,6.3,1
2300863,Vihaan Rao,2,20,99,34.4,0.5,1
2300864,Nikhil Joshi,8,8,87,33.9,6.1,0
2300865,Arjun Desai,8,4,29,61.1,2.7,1
2300866,Diya More,4,9,92,86.7,1.6,0
2300867,Suresh Nair,7,14,29,76.5,6.6,0
2300868,Aryan Desai,6,7,42,77.6,9.1,1
2300869,Rahul Joshi,8,3,96,48.4,11.2,1
2300870,Shreya Singh,6,4,32,30.8,11,1
2300871,Vivaan Tiwari,3,6,67,61.5,5.1,0
2300872,Diya Shah,3,5,63,56.4,8.6,1
2300873,Rohan Verma,7,12,99,96.3,8.5,0
2300874,Diya Tiwari,5,18,83,35,5.2,0
2300875,Manish Pawar,8,9,59,84.3,1.6,0
2300876,Krishna Pawar,6,14,25,57,4.9,1
2300877,Ishaan Verma,6,2,91,88.1,11.9,0
2300878,Nikhil Mishra,3,17,62,64.6,6.9,0
2300879,Aditya Chavan,2,13,51,87.4,4.4,0
2300880,Sai More,7,2,68,62.7,9.1,0
2300881,Kunal Joshi,6,10,93,58.1,8.4,1
2300882,Aryan Mehta,3,9,38,97.5,7.2,0
2300883,Vivaan Pandey,3,16,71,55.8,7.8,1
2300884,Kunal Gupta,0,12,71,86.4,7.2,0
2300885,Siddharth Singh,6,1,53,34.7,11.5,1
2300886,Aisha Singh,0,12,78,34.4,6.4,1
2300887,Shreya Singh,3,18,100,60.7,7.3,0
2300888,Manish Pawar,2,4,24,71,5.9,1
2300889,Ananya Pawar,2,15,85,72.6,7.4,0
2300890,Aryan Sharma,0,9,60,32.5,10.7,1
2300891,Amit Jadhav,3,11,53,78.8,4.4,0
2300892,Shreya Tiwari,0,19,73,39.1,6.2,1
2300893,Pooja Shah,7,12,39,96.9,5.7,0
2300894,Vihaan Patel,0,20,73,53.3,5.1,1
2300895,Aisha Shah,5,15,85,48.3,9.9,1
2300896,Rohan Desai,6,20,37,50.4,3.2,1
2300897,Aarav Rao,1,0,63,95.6,6.2,1
2300898,Pooja Pandey,3,8,67,63.8,11.1,0
2300899,Neha Desai,2,15,54,60.4,2.4,0
2300900,Raj Verma,8,18,98,69.6,0.6,0
2300901,Sneha Verma,6,14,58,95.2,3.6,0
2300902,Siddharth Singh,1,17,22,51.6,11.1,1
2300903,Kavya Patel,5,11,38,42.7,1.5,1
2300904,Diya Mehta,8,13,37,71.7,2.1,0
2300905,Rohan Pandey,2,2,24,64.4,4.2,1
2300906,Suresh Desai,5,3,74,34.3,9.4,1
2300907,Aisha Verma,2,5,32,66.5,9.1,1
2300908,Pooja Tiwari,2,15,53,69.4,1.5,0
2300909,Aisha Desai,3,12,37,78.6,11.2,0
2300910,Manish Patel,8,11,87,99.7,3.2,0
2300911,Kavya Shah,7,11,91,59.5,3.7,0
2300912,Vijay Pandey,0,1,62,65.7,4.9,1
2300913,Riya Gupta,0,12,84,35.3,7.8,1
2300914,Manish Kulkarni,6,2,60,88.2,6.5,0
2300915,Sai More,2,12,57,36.9,11.2,1
2300916,Deepak Gupta,6,1,57,95.4,7,0
2300917,Aditya Sharma,8,18,32,54.4,10.4,1
2300918,Raj Rao,2,8,41,53.6,1.4,1
2300919,Pooja Verma,2,19,48,53,10.3,1
2300920,Siddharth Patel,1,0,28,96.5,2.8,1
2300921,Kavya Shah,0,12,87,98.6,4.7,0
2300922,Shreya Pandey,8,1,36,98.1,4.2,1
2300923,Ananya Chavan,5,14,56,79.3,4.4,0
2300924,Manish Kumar,5,18,83,37.8,11.1,1
2300925,Nikhil Tiwari,7,15,86,57,5.6,0
2300926,Deepak Pawar,4,10,23,50.3,3.6,1
2300927,Siddharth Kumar,8,14,59,79.6,3.9,0
2300928,Pooja Tiwari,4,5,35,64.5,9.7,1
2300929,Shreya Kulkarni,1,13,30,73.2,6.7,1
2300930,Rohan Patel,5,5,45,30.6,5.7,1
2300931,Siddharth Shah,8,18,91,84.8,11.2,0
2300932,Rahul Patel,2,4,84,96.6,11.2,1
2300933,Aisha Tiwari,3,10,21,76.9,9.2,0
2300934,Pooja Tiwari,7,3,64,89.6,6.5,0
2300935,Rohan Pawar,5,8,62,63.5,1.8,0
2300936,Kunal Shah,6,8,22,31.4,8.6,1
2300937,Aisha Singh,6,16,53,99.3,9.9,0
2300938,Krishna Rao,3,7,99,34.1,10.3,1
2300939,Riya Verma,5,14,84,43.5,7.2,1
2300940,Vijay Kumar,8,8,83,33.7,7.6,1
2300941,Priya Mishra,2,4,26,73.7,8.7,1
2300942,Kavya Kumar,7,3,54,70.8,10.6,0
2300943,Rahul Jadhav,6,19,41,44.7,1,1
2300944,Kunal Jadhav,3,17,67,97,7,0
2300945,Sneha Pandey,2,8,51,93.9,4.7,0
2300946,Sai Desai,6,20,45,49.6,10.1,1
2300947,Diya Sharma,8,2,25,76.1,2,1
2300948,Nikhil Rao,2,8,65,89.9,11,0
2300949,Krishna Kumar,8,8,74,55.2,1.9,0
2300950,Priya More,7,20,94,47.8,1.5,0
2300951,Vijay Mehta,2,3,74,47.9,4.5,1
2300952,Kavya Shah,7,20,76,87.4,11.9,0
2300953,Deepak Tiwari,3,6,82,62.4,7.8,0
2300954,Pooja Chavan,5,6,20,80.1,0.8,1
2300955,Amit Kulkarni,1,7,40,75.5,3.4,1
2300956,Aarav Nair,7,20,39,51.4,2.2,1
2300957,Ishaan Jadhav,8,0,92,44.6,0.5,1
2300958,Nikhil Sharma,6,8,48,38.8,6.4,1
2300959,Vivaan Sharma,7,11,62,31.7,4.9,0
2300960,Aarav Mehta,6,5,64,35.7,7.6,1
2300961,Diya Sharma,3,12,84,47.9,3,0
2300962,Diya Kulkarni,0,4,22,80,10.1,1
2300963,Raj Joshi,2,20,39,40.8,4.9,1
2300964,Vivaan Rao,6,18,100,66.6,6.1,0
2300965,Rohan Tiwari,6,0,56,47.2,8.9,1
2300966,Raj Jadhav,2,17,57,65.8,2.4,0
2300967,Pooja Verma,0,7,93,82.5,3.5,1
2300968,Aryan Shah,8,7,64,48.6,2.3,1
2300969,Kavya Kumar,5,14,61,54.4,9.3,1
2300970,Priya Patel,6,18,65,80.6,1.6,0
2300971,Manish Rao,0,9,79,68.2,6.1,0
2300972,Krishna Rao,0,15,32,36.6,9.1,1
2300973,Krishna Joshi,3,10,50,83.1,6.3,0
2300974,Krishna Jadhav,6,11,87,49.4,6.3,0
2300975,Ananya Kumar,7,15,81,57,1.2,0
2300976,Ishaan Jadhav,8,15,68,47.2,9.5,1
2300977,Nikhil Kulkarni,0,19,37,68,7.4,1
2300978,Kunal Pandey,3,2,94,79.5,8.2,0
2300979,Manish Joshi,3,8,72,86.2,9.3,0
2300980,Priya Kulkarni,2,7,37,94.5,6.9,1
2300981,Riya Singh,6,9,70,55.1,6.3,0
2300982,Sai Patel,0,12,60,95.3,8.1,0
2300983,Krishna Nair,8,17,86,73.2,10.9,0
2300984,Sneha Desai,7,12,84,57.3,7.8,1
2300985,Shreya Shah,1,12,25,92.1,9.6,1
2300986,Suresh Shah,1,14,93,70.6,6,0
2300987,Diya Mishra,7,12,56,61.8,7.3,0
